key,LT,bg,bih,de,dk,en,es,fi,fil,fr,id,it,ja,ko,mne,nl,pl,pt,ro,ru,srb,tr,uk,vi,zh
guide_file_modifiers_refined,,,,,, Refined: Increases research yield by 2x, Refinado: Aumenta el rendimiento de la investigación en 2x,,, Raffiné : Augmente le rendement de recherche par x2, Dimurnikan: Menaikkan hasil penelitian sebesar 2x,, リファイン:リサーチ生産量が2倍になる,,,,, Refinado: Aumenta o ganho de Pesquisa em 2x,,,,,,,
achievement_out_of_memory,,,,,,Out of Memory,Sin memoria,,,,Kentang Rek,,うっかりしてた,,,,,Sem Memória,,,,,,,
resource_neuron_video,,,,,,Video Neuron,,,,Vidéo Neuron,Neuron Video,,動画ニューロン,비디오 뉴런,,,Neuron Wideo,Neurônio de Vídeo,,,,,,,
connecting,,,,,,Connecting,Conectando,,,Connecté,Menghubungkan,,接続中,,,,Łączenie,Conectando,,,,,,,
achievement_text_completionist,,,,,,Text Completionist,,,,,Penyelesai Teks,,テキスト完璧主義者,,,,,Completista de Texto,,,,,,,
action_claim,,,,,,Claim,Reclamar,,,Réclamer,Klaim,,獲得する,수령,,,Odbierz,Resgatar,,,,,,,領取
time,,,,,,Time,Tiempo,,,Temps,Waktu,,時間,시간,,,Czas,Tempo,,,,,,,時間
research_ai_games_desc,,,,,,Unlocks access to Game making,Desbloquea el acceso a la creación de juegos.,,,,,,ゲーム生成が利用可能になります,,,,,Desbloqueia o acesso à geração de Jogo,,,,,,,
resource_research_power,,,,,,Research Speed,Velocidad de investigación,,,Vitesse de recherche,Kecepatan Penelitian,,リサーチ速度,연구 속도,,,Prędkość Badań,Velocidade de Pesquisa,,,,,,,研究速度
upgrade_premium_programs,,,,,,Premium Programs,Programas Premium,,,Programmes Premium,,,高品質プログラム,,,,,Programas Premium,,,,,,,
guide_window_distillator,,,,,,"Distills files using Clock Speed, adding the distilled modifier and increasing neuron yield when training by 2x.
The amount of cycles (C) required is based on the file size.",,,,,,,"クロック速度を使用してファイルを蒸留し、トレーニングの際のニューロン獲得量を2倍にします。
必要なサイクル(C)の量はファイルサイズに応じて決まります。",,,,,"Destila arquivos usando Velocidade de Clock, adicionando o modificador destilado e aumentando seus ganhos de neurônio em 2x. 
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do arquivo.",,,,,,,
resource_array_decimal,,,,,,Array[Decimal],Array[Decimal],,,Array[Decimal],Array[Decimal],,Array[Decimal],배열[Decimal],,,"Array[Decimal]
",Array[Decimal],,,,,,,Array[Decimal]
window_code_int,,,,,,Code int,,,,Code int,,,intコーディング,,,,,Programar int,,,,,,,程式生成：int
achievement_quarantined_desc,,,,,,Remove viruses from an infected file,Eliminar virus de un archivo infectado,,,,Bersihkan virus dari file yang terinfeksi,,感染ファイルからウイルスを除去する,,,,,Remova vírus de um arquivo infectado,,,,,,,
input_array,,,,,,Input Array,,,,Tableau d'entrée,Masukkan Array,,配列を入力してください,배열 입력,,,Tablica Wejściowa,Insira uma array,,,,,,,輸入：序列 (Array[T])
window_downloader_program_desc,,,,,,Downloads Program Files using Download Speed,Descarga archivos de programa usando la velocidad de descarga,,,Télécharge les fichiers du programme à l'aide de la vitesse de Download,Unduh File Program menggunakan Kecepatan Unduh,,ダウンロード速度を使用してプログラムファイルをダウンロードします,다운로드 속도를 사용해 프로그램 파일을 다운로드,,,,Baixa arquivos de Programa usando Velocidade de Download,,,,,,,
upgrade_game_downloader,,,,,,Game Downloader,Descargador de juegos,,,Downloader de jeux,,,ゲームダウンローダー,,,,,Downloader de Jogo,,,,,,,
window_code_bool,,,,,,Code bool,,,,Code bool,,,boolコーディング,,,,,Programar bool,,,,,,,程式生成：bool
window_auto_collect,,,,,,Auto Collector,,,,Collecteur Automatique,,,自動収集器,,,,,Auto Coletor,,,,,,,
window_critical_payload,,,,,,Critical Payload,,,,Charge critique,,,クリティカル攻撃,,,,,Payload Crítico,,,,,,,
boost_money_desc,,,,,,Doubles all income for 10 minutes,Duplica todos los ingresos durante 10 minutos,,,,,,全ての収入を10分間2倍にします,,,,,Dobra os ganhos em dinheiro em 10 minutos,,,,,,,
action_add_core,,,,,,Add Core,Agregar núcleo,,,Ajouter un cœur,Tambahkan Core,,コアを配置する,코어 추가,,,Dodaj Rdzeń,Ad. Núcleo,,,,,,,新增 處理核心
window_hack,,,,,,Hack,Hackeo,,,Hack,Retas,,ハック,해킹,,,,Hackear,,,,,,,
ready,,,,,,Ready,Listo,,,Prêt,Siap,,準備ができました,준비됨,,,Gotowe,Pronto,,,,,,,
window_distributor,,,,,,Distributor,Distribuidor,,,Distributeur,,,ディストリビューター,,,,,Distribuidor,,,,,,,
menu_achievements,,,,,,Achievements,Logros,,,Succès,Pencapaian,,実績,업적,,,Osiągnięcia,Conquistas,,,,,,,成就
upgrade_breach_research_multiplier_desc,,,,,,Multiplicatively increases Research gained by 20%,,,,,,,リサーチ獲得量を乗算的に20%増加させます,,,,,Multiplicativamente aumenta a Pesquisa ganha em 20%,,,,,,,
research_bitcoin_desc,,,,,,"Unlocks the ability to mine Bitcoin, a coin with medium volatility","Desbloquea la capacidad de minar Bitcoin, una moneda con volatilidad media",,,"Débloque la capacité à miner du Bitcoin, une cryptomonnaie à volatilité moyenne",,,中変動率の暗号通貨ビットコインをマイニングすることができるようになります,,,,,"Desbloqueia a habilidade de minerar Bitcoin, uma moeda de volatilidade média",,,,,,,
guide_rest_time,,,,,,Rest Time,Tiempo fuera,,,Temps de Repos,,,休憩時間,,,,,Tempo de Descanso,,,,,,,
upgrade_hack_skills,,,,,,Hack Skills,Habilidades de hackeo,,,Compétences de Hacking,Keahlian Retas,,ハックスキル,,,,,Habilidades de Hack,,,,,,,
guide_window_movie_renderer,,,,,,"Makes Video files out of Images and Sounds using GPU Speed. Videos inherits similar modifiers between converted images and sounds.
The amount of cycles (C) required is based on the video size.",,,,,,,"GPU速度を使用して画像ファイルと音声ファイルから動画ファイルを作成します。作成された動画ファイルは元の画像ファイルと音声ファイルからマークを引き継ぎます。
必要なサイクル(C)の量は動画ファイルサイズに応じて決まります。",,,,,"Cria arquivos de Vídeo através de Imagens e Sons usando Velocidade de GPU. Vídeos produzidos herdam modificadores similares entre as imagens e sons utilizados.
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do vídeo.",,,,,,,
tutorial_desc_connect_file,,,,,,Connect your downloaded files to the Uploader to start uploading,Conecta tus archivos descargados al Cargador para comenzar a cargarlos,,,,,,ダウンロードファイルをアップローダーに接続してアップロードを始めましょう,,,,,Conecte seus arquivos baixados ao Uploader para começar o upload,,,,,,,
resource_hashmap_decimal_desc,,,,,,HashMap variable produced from an Array[String] and an Array[Decimal].,,,,HashMap générée à partir d'un Array[String] et d'un Array[Decimal].,Variabel HashMap yang diproduksi dari Array[String] dan Array[Decimal].,,Array[String]とArray[Decimal]のペアからなるHashmap型の変数です,배열[String]과 배열[Decimal]로 생산되는 해쉬맵 변수,,,"Zmienna typu HashMap wytworzona z Arrary[String] oraz Array[Decimal]

",Variável HashMap produzida usando um Array[String] e um Array[Decimal].,,,,,,,
upgrade_optimization_analysis_desc,,,,,,Reduces clock cycles required by the Pre-analyzer by half,,,,,,,プレアナライザーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Pré-analisador,,,,,,,
action_import,,,,,,Import,Importar,,,Importer,Impor,,インポート,,,,Importuj,Importar,,,,,,,
achievement_serial_breacher,,,,,,Serial Breacher,,,,,Penerobos Berantai,,連続窃盗犯,,,,,Invasor em Série,,,,,,,
achievement_program_completionist_desc,,,,,,Complete all Program requests,Completar todas las solicitudes del programa,,,,Selesaikan semua permintaan Program,,全てのプログラム依頼を完了する,,,,,Conclua todos os pedidos de programa,,,,,,,
window_mine,,,,,,Mine,Mina,,,Minage,Menambang,,マイナー,채굴,,,,Minerar,,,,,,,挖礦
tutorial_desc_connect_download,,,,,,Drop the connector on the Download Speed input to create a connection,Coloque el conector en la entrada de Velocidad de Descarga para crear una conexión,,,,,,コネクションをダウンロード速度入力につなげましょう,,,,,Largue o conector na entrada de Velocidade de Download para criar a conexão,,,,,,,
tutorial_desc_delete_bin,,,,,,Now press the bin button on the bottom to delete it,Ahora presione el botón de la papelera en la parte inferior para eliminarlo.,,,,,,下にあるゴミ箱ボタンを押して削除しましょう,,,,,Agora pressione na lixeira abaixo para excluir,,,,,,,
research_optimizations,,,,,,Optimizations,Optimizaciones,,,,,,最適化,,,,,Otimizações,,,,,,,
resource_gpu_speed_desc,,,,,,GPU speed for parallelized processes (hertz).,Velocidad de la GPU para procesos en paralelo (hertz).,,,Fréquence du GPU pour l'exécution parallèle (en hertz).,Kecepatan GPU untuk proses yang paralel (hertz).,,並行処理時のGPUの速度(ヘルツ)です,동시처리용 GPU 속도 (헤르츠).,,,Prędkość karty graficznej dla procesów równoległych (herce),Velocidade de GPU usado em processo paralelizados (hertz).,,,,,,,
perk_plus_network,,,,,,Network Duality,Dualidad de red,,,,,,デュアルネットワーク,,,,,Dualidade de Rede,,,,,,,
achievement_image_completionist_desc,,,,,,Complete all Image requests,Completar todas las solicitudes de imágenes,,,,Selesaikan semua permintaan Gambar,,全ての画像依頼を完了する,,,,,Conclua todos os pedidos de imagem,,,,,,,
japanese,,,,,,Japanese,Japones,,,Japonais,Jepang,,日本語,,,,Japoński,Japonês,,,,,,,日文
threat,,,,,,Threat,Amenaza,,,Menace,Ancaman,,脅威,위협,,,Zagrożenie,Risco,,,,,,,風險
guide_window_decompiler,,,,,,"Decompiles Program files using Clock Speed, outputting 2m Text files.
The amount of cycles (C) required is based on 2x the program size.",,,,,,,"クロック速度を使用してプログラムファイルをデコンパイルし、2mのテキストファイルを出力します。
必要なサイクル(C)の量はプログラムファイルサイズの2倍に応じて決まります。",,,,,"Decompila arquivos de Programa usando Velocidade de Clock, produzindo 2m de arquivos de Texto. 
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do programa.",,,,,,,
window_repository,,,,,,Repository,Repositorio,,,Dépôt,,,リポジトリ,,,,,Repositório,,,,,,,
window_generator_program,,,,,,Program Generator,Generador de programas,,,générateur de programme,,,プログラムジェネレーター,프로그램 생산기,,,,Gerador de Programa,,,,,,,程式生成器
guide_window_code_variable,,,,,,Codes a primitive type variable using Code Speed.,,,,,,,コーディング速度に基づいて基本型変数を生産します。,,,,,Programa variáveis do tipo primitiva usando Velocidade de Programação.,,,,,,,
you_will_unlock,,,,,,You will unlock,Desbloquearás,,,Vous débloquerez,Kamu akan membuka,,以下をアンロック可能です,다음이 해금됨,,,Odblokujesz,Você desbloqueará,,,,,,,你將解鎖
upgrade_optimization_ripper_desc,,,,,,Reduces clock cycles required by the Ripper by half,,,,,,,リッパーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Extrator,,,,,,,
research_ai_sounds,,,,,,Vocoder Network,,,,,,,ニューラルボコーダー,,,,,Rede Vocoder,,,,,,,
input_file,,,,,,Input File,,,,Fichier d'entrée,Masukkan File,,ファイルを入力してください,파일 입력,,,Wprowadź Plik,Insira um arquivo,,,,,,,輸入：檔案
resource_government_data_desc,,,,,,Obtained by breaching Government institutions; used for breach upgrades.,,,,Obtenu en violant les institutions gouvernementales ; utilisé pour les mises à niveau d'infiltration.,Diperoleh dari menerobos institusi Pemerintah; digunakan untuk peningkat penerobos.,,政府機関のデータに侵入することで獲得できます。データ侵入アップグレードに使用します,정부부처에 침투에 획득가능; 침투 업그레이드에 사용됨.,,,"Uzyskiwane poprzed naruszanie Rządowych instytucji, używane do ulepszania naruszeń.",Obtido através de brechas do governo; Usado para melhorias de brecha.,,,,,,,
resource_infection_damage,,,,,,Infection Damage,Daño por infección,,,,,,感染ダメージ,,,,,Dano de Infecção,,,,,,,
perk_hack_specialization,,,,,,Hack Specialization,Especialización en hackeo,,,,,,ハッキングの練習,,,,,Especialização Hacker,,,,,,,
guide_window_file_generator,,,,,,"Generates files with the AI modifier using Neurons, increasing its quality by 2x and value by 10m.x and removing research yield and neuron production.",,,,,,,ニューロンを使用してAIマークのついたファイルを生成します。生成されたファイルは品質が2倍に、価値が10m倍になり、リサーチ獲得量とニューロン生産量が0になります。,,,,,"Gera arquivos com o modificador IA utilizando neurônios, aumentando sua qualidade em 2x e valor em 10m.x e removendo seus ganhos de pesquisa e neurônio.",,,,,,,
